gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,from,match
female,25,Caucasian American,25,sligthly_above,8,10,5,6,5,Asian-American,Math,Brazil,1
female,25,Caucasian American,28,sligthly_above,7,8,8,8,6,Caucasian American,Math,Brazil,1
female,26,Caucasian American,25,sligthly_above,8,7,7,10,5,Asian-American,Math,Brandeis University,1
female,26,Caucasian American,23,average,6,8,5,5,2,Caucasian American,Math,Brandeis University,1
female,27,Caucasian American,24,average,5,6,5,7,5,Caucasian American,"Social Science, Psychologist","Cincinnati, OH",1
female,27,Caucasian American,21,average,7,6,7,6,5,Caucasian American,"Social Science, Psychologist","Cincinnati, OH",1
female,23,African American,25,sligthly_above,7,7,8,8,4,Asian-American,Law,New York,1
female,23,African American,23,sligthly_above,10,10,10,10,10,African American,Law,New York,1
female,24,Hispanic American,30,below,7,6,5,5,6,Caucasian American,Law,Los Angeles,1
male,24,Caucasian American,21,average,7,8,6,6,7,Asian-American,Business/Econ/Finance,Spain,1
male,24,Caucasian American,27,average,8,8,7,7,6,African American,"Social Science, Psychologist",Israel,1
male,24,Caucasian American,21,sligthly_above,7,7,6,6,9,Asian-American,"Social Science, Psychologist",Israel,1
male,24,Caucasian American,22,sligthly_above,6,7,3,7,2,Caucasian American,"Social Science, Psychologist",Israel,1
male,24,Caucasian American,27,sligthly_above,6,8,6,9,6,Caucasian American,"Social Science, Psychologist",Israel,1
male,28,Caucasian American,27,average,7,7,4,6,6,African American,Business/Econ/Finance,Switzerland,1
male,28,Caucasian American,21,average,7,7,6,7,5,Asian-American,Business/Econ/Finance,Switzerland,1
male,28,Caucasian American,22,average,8,7,4,7,2,Caucasian American,Business/Econ/Finance,Switzerland,1
male,28,Caucasian American,25,sligthly_above,8,9,7,8,9,Caucasian American,Business/Econ/Finance,Switzerland,1
male,26,Caucasian American,22,sligthly_above,7,6,6,4,4,Hispanic American,Business/Econ/Finance,Italy,1
male,26,Caucasian American,26,sligthly_above,8,8,8,5,9,Caucasian American,Business/Econ/Finance,Italy,1
male,26,Caucasian American,25,sligthly_above,8,9,9,8,10,Caucasian American,Business/Econ/Finance,Italy,1
male,30,Caucasian American,24,average,5,8,8,5,7,Hispanic American,Business/Econ/Finance,Italy,1
male,22,Caucasian American,24,sligthly_above,9,8,8,8,8,Caucasian American,Undergrad/undecided,Israel,1
male,25,Asian-American,23,sligthly_above,7,7,7,7,7,Caucasian American,Business/Econ/Finance,Philadelphia,1
male,25,Asian-American,24,sligthly_above,8,8,6,7,5,Caucasian American,Business/Econ/Finance,Philadelphia,1
male,25,Asian-American,21,sligthly_above,8,8,7,8,6,Asian-American,Business/Econ/Finance,Philadelphia,1
male,25,Asian-American,25,sligthly_above,9,9,9,9,10,Caucasian American,Business/Econ/Finance,Philadelphia,1
male,25,Asian-American,26,average,5,8,8,10,8,Caucasian American,Business/Econ/Finance,Philadelphia,1
male,25,Asian-American,23,above,9,9,8,5,3,African American,Business/Econ/Finance,Philadelphia,1
male,27,African American,22,average,5,6,7,8,4,Hispanic American,Law,Houston,1
male,27,African American,24,above,7,8,9,8,8,Caucasian American,Law,Houston,1
male,27,African American,25,average,8,8,10,8,9,Caucasian American,Law,Houston,1
male,27,African American,23,sligthly_above,8,8,9,9,7,African American,Law,Houston,1
male,23,Caucasian American,26,average,2,6,2,5,4,Caucasian American,Law,Philadelphia,1
male,21,Caucasian American,27,below,6,6,6,4,5,Caucasian American,Law,Brooklyn,1
male,28,Caucasian American,25,sligthly_above,8,8,8,8,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Boston,1
male,23,African American,23,sligthly_above,7,8,8,7,8,Caucasian American,Law,California,1
male,23,African American,24,above,8,7,10,9,8,Caucasian American,Law,California,1
male,23,African American,23,sligthly_above,8,8,8,9,8,African American,Law,California,1
female,23,Caucasian American,26,sligthly_above,6,7,7,7,5,Caucasian American,Social Work,Florida,1
female,22,Caucasian American,21,average,9,8,6,8,6,Caucasian American,Social Work,New Jersey,1
female,29,Other,29,average,8,7,8,8,6,Hispanic American,"Social Science, Psychologist",New Jersey,1
female,28,Caucasian American,21,average,6,8,7,7,2,Caucasian American,History/Religion/Philosophy,"Tuscaloosa, Alabama",1
female,28,Caucasian American,24,average,7,8,6,5,7,Other,History/Religion/Philosophy,"Tuscaloosa, Alabama",1
female,26,Hispanic American,22,above,10,10,10,10,10,Other,Law,"Albuquerque, NM",1
female,26,Hispanic American,25,above,9,9,9,7,8,Caucasian American,Law,"Albuquerque, NM",1
female,24,Asian-American,22,average,5,5,5,5,5,Other,Law,"Palo Alto, California",1
female,27,Asian-American,24,average,6,7,5,6,5,Other,Social Work,New York,1
male,22,Other,26,sligthly_above,9,9,9,8,8,Hispanic American,Law,"Torrance, CA",1
male,22,Other,24,sligthly_above,7,7,5,5,5,Asian-American,Law,"Torrance, CA",1
male,28,Caucasian American,23,average,10,8,5,8,6,Caucasian American,Business/Econ/Finance,"London, UK",1
male,28,Caucasian American,26,sligthly_above,8,8,8,8,8,Hispanic American,Business/Econ/Finance,"London, UK",1
male,26,Caucasian American,23,average,7,9,9,10,7,Caucasian American,Business/Econ/Finance,"Boston, MA",1
male,21,Caucasian American,22,above,9,9,8,8,7,Caucasian American,Law,Minnesota,1
male,21,Caucasian American,28,average,9,8,8,8,5,Caucasian American,Law,Minnesota,1
male,25,Caucasian American,26,average,8,8,7,7,8,Hispanic American,Engineering,Spain,1
male,24,Other,28,average,8,8,8,8,5,Caucasian American,Law,Philadelphia,1
male,24,Other,27,sligthly_above,6,8,5,8,5,Asian-American,Law,Philadelphia,1
female,34,Caucasian American,28,average,6,6,7,7,6,Asian-American,English/Creative Writing/Journalism,Ohio,1
female,34,Caucasian American,25,sligthly_above,7,8,9,8,7,African American,English/Creative Writing/Journalism,Ohio,1
female,34,Caucasian American,21,above,9,9,9,9,9,Caucasian American,English/Creative Writing/Journalism,Ohio,1
female,34,Caucasian American,25,sligthly_above,10,8,8,8,7,Asian-American,English/Creative Writing/Journalism,Ohio,1
female,34,Caucasian American,28,average,6,8,8,7,3,Caucasian American,English/Creative Writing/Journalism,Ohio,1
female,22,Caucasian American,28,sligthly_above,8,7,7,7,5,Asian-American,Social Work,Minnesota,1
female,22,Caucasian American,29,average,9,9,9,6,6,Caucasian American,Social Work,Minnesota,1
female,22,Caucasian American,28,sligthly_above,8,9,8,8,9,Caucasian American,Social Work,Minnesota,1
female,22,Caucasian American,25,sligthly_above,7,8,8,7,7,African American,Social Work,Minnesota,1
female,22,Caucasian American,21,average,8,8,8,9,7,Caucasian American,Social Work,Minnesota,1
female,23,Hispanic American,21,average,7,6,5,5,5,Caucasian American,Social Work,Ohio,1
female,23,Hispanic American,25,sligthly_above,10,8,8,8,3,Asian-American,Social Work,Ohio,1
female,26,Asian-American,27,average,8,7,7,7,4,Caucasian American,Engineering,India/Venezuela,1
female,26,Asian-American,21,average,8,9,7,6,5,Caucasian American,Engineering,India/Venezuela,1
female,26,Asian-American,24,sligthly_above,8,7,7,4,7,Caucasian American,Engineering,India/Venezuela,1
female,27,Asian-American,32,above,9,8,7,7,10,Caucasian American,Biological Sciences/Chemistry/Physics,China,1
female,27,Asian-American,25,average,9,9,6,5,7,African American,Biological Sciences/Chemistry/Physics,China,1
female,27,Asian-American,25,sligthly_above,10,7,7,7,5,Asian-American,Biological Sciences/Chemistry/Physics,China,1
female,28,Caucasian American,28,sligthly_above,7,7,5,5,8,Caucasian American,English/Creative Writing/Journalism,Texas,1
female,28,Caucasian American,27,sligthly_above,6,7,7,7,6,Caucasian American,English/Creative Writing/Journalism,Texas,1
female,28,Caucasian American,24,sligthly_above,7,6,7,6,6,Caucasian American,English/Creative Writing/Journalism,Texas,1
female,25,Other,28,above,9,8,8,6,6,Asian-American,"Education, Academia",Washington State,1
female,25,Other,28,average,8,7,4,3,2,Caucasian American,"Education, Academia",Washington State,1
female,25,Other,25,sligthly_above,7,7,6,7,6,African American,"Education, Academia",Washington State,1
female,25,Other,21,sligthly_above,8,8,8,7,7,Caucasian American,"Education, Academia",Washington State,1
female,25,Other,25,sligthly_above,10,8,8,7,5,Asian-American,"Education, Academia",Washington State,1
female,35,Hispanic American,28,average,7,8,8,9,9,Caucasian American,Business/Econ/Finance,Panama,1
female,35,Hispanic American,21,above,10,9,8,7,6,Caucasian American,Business/Econ/Finance,Panama,1
female,32,Hispanic American,25,sligthly_above,9,9,8,7,9,African American,Biological Sciences/Chemistry/Physics,spain,1
female,32,Hispanic American,24,sligthly_above,8,9,8,8,5,Caucasian American,Biological Sciences/Chemistry/Physics,spain,1
female,30,Caucasian American,21,sligthly_above,8,7,8,6,8,Caucasian American,Social Work,Arizona,1
female,22,Caucasian American,29,sligthly_above,8,8,8,8,7,Caucasian American,"Social Science, Psychologist","Minneapolis, MN",1
female,22,Caucasian American,30,sligthly_above,10,9,9,7,8,Other,"Social Science, Psychologist","Minneapolis, MN",1
female,22,Caucasian American,27,sligthly_above,7,7,8,7,6,Caucasian American,"Social Science, Psychologist","Minneapolis, MN",1
female,22,Caucasian American,25,sligthly_above,8,8,8,7,6,African American,"Social Science, Psychologist","Minneapolis, MN",1
female,22,Caucasian American,21,sligthly_above,8,8,7,8,8,Caucasian American,"Social Science, Psychologist","Minneapolis, MN",1
female,22,Caucasian American,24,sligthly_above,6,8,7,7,5,Caucasian American,"Social Science, Psychologist","Minneapolis, MN",1
female,22,Caucasian American,25,sligthly_above,10,8,8,7,8,Asian-American,"Social Science, Psychologist","Minneapolis, MN",1
female,22,Caucasian American,28,sligthly_above,8,9,8,7,8,Caucasian American,"Social Science, Psychologist","Minneapolis, MN",1
female,23,Caucasian American,28,sligthly_above,8,8,8,7,4,Caucasian American,Social Work,NJ,1
female,23,Caucasian American,21,above,9,9,9,9,8,Caucasian American,Social Work,NJ,1
female,27,Caucasian American,28,above,8,8,7,7,6,Caucasian American,Business/Econ/Finance,Israel,1
female,27,Caucasian American,27,sligthly_above,7,7,6,7,6,Caucasian American,Business/Econ/Finance,Israel,1
female,23,Asian-American,25,sligthly_above,10,8,6,8,3,Asian-American,Biological Sciences/Chemistry/Physics,P. R. China,1
female,25,Other,29,sligthly_above,8,8,8,9,6,Caucasian American,Law,California,1
female,25,Other,28,above,8,8,7,8,8,Caucasian American,Law,California,1
female,25,Other,26,sligthly_above,8,8,8,8,8,Caucasian American,Law,California,1
female,25,Other,25,sligthly_above,8,10,9,7,7,African American,Law,California,1
female,25,Other,22,above,10,10,10,10,10,Hispanic American,Law,California,1
female,25,Other,21,sligthly_above,9,8,8,8,7,Caucasian American,Law,California,1
female,25,Other,25,above,10,8,7,8,5,Asian-American,Law,California,1
female,29,Caucasian American,29,sligthly_above,7,8,6,8,9,Caucasian American,"Education, Academia",San Francisco,1
female,29,Caucasian American,28,average,7,8,5,7,7,Caucasian American,"Education, Academia",San Francisco,1
female,29,Caucasian American,25,sligthly_above,7,8,7,6,6,African American,"Education, Academia",San Francisco,1
female,29,Caucasian American,21,above,9,9,9,9,8,Caucasian American,"Education, Academia",San Francisco,1
female,29,Caucasian American,25,above,10,8,6,8,3,Asian-American,"Education, Academia",San Francisco,1
female,29,Caucasian American,26,average,7,7,8,5,6,Caucasian American,Engineering,England,1
female,29,Caucasian American,29,sligthly_above,8,8,8,7,8,Caucasian American,Engineering,England,1
female,29,Caucasian American,30,sligthly_above,9,10,10,8,7,Other,Engineering,England,1
female,29,Caucasian American,27,sligthly_above,8,6,8,6,6,Caucasian American,Engineering,England,1
male,28,Asian-American,22,average,7,8,10,7,7,Caucasian American,Business/Econ/Finance,Bangladesh,1
male,28,Asian-American,25,sligthly_above,7,10,10,9,8,Other,Business/Econ/Finance,Bangladesh,1
male,26,Caucasian American,29,sligthly_above,8,7,7,7,7,Caucasian American,Business/Econ/Finance,Long Island,1
male,29,Caucasian American,22,average,5,6,7,6,7,Caucasian American,Biological Sciences/Chemistry/Physics,"Brooklyn, NY",1
male,29,Caucasian American,22,sligthly_above,7,7,7,7,6,Caucasian American,Biological Sciences/Chemistry/Physics,"Brooklyn, NY",1
male,29,Caucasian American,29,above,10,10,8,9,10,Caucasian American,Biological Sciences/Chemistry/Physics,"Brooklyn, NY",1
male,39,Caucasian American,22,sligthly_above,9,9,6,7,5,Caucasian American,Social Work,"Cincinnati, Ohio",1
male,39,Caucasian American,29,sligthly_above,7,8,3,8,6,Caucasian American,Social Work,"Cincinnati, Ohio",1
male,28,Caucasian American,22,above,7,8,7,9,9,Caucasian American,Law,New York,1
male,28,Caucasian American,28,sligthly_above,8,8,7,9,8,Caucasian American,Law,New York,1
male,28,Caucasian American,25,sligthly_above,8,10,10,10,10,Other,Law,New York,1
male,28,Caucasian American,35,sligthly_above,7,8,8,8,7,Hispanic American,Law,New York,1
male,28,Caucasian American,23,sligthly_above,8,7,7,8,7,Caucasian American,Law,New York,1
male,28,Caucasian American,27,above,9,9,9,9,9,Caucasian American,Law,New York,1
male,28,Caucasian American,29,above,10,9,10,9,9,Caucasian American,Law,New York,1
male,30,Other,22,sligthly_above,6,6,5,5,5,Caucasian American,Business/Econ/Finance,Israel,1
male,30,Other,29,sligthly_above,7,7,7,7,7,Caucasian American,Business/Econ/Finance,Israel,1
male,32,Caucasian American,27,sligthly_above,8,8,8,8,9,Asian-American,Biological Sciences/Chemistry/Physics,Canada,1
male,27,Caucasian American,28,average,8,8,8,4,7,Caucasian American,Biological Sciences/Chemistry/Physics,Colorado,1
male,27,Caucasian American,22,above,8,7,8,5,7,Caucasian American,Biological Sciences/Chemistry/Physics,Colorado,1
male,27,Caucasian American,27,above,9,9,8,8,7,Caucasian American,Biological Sciences/Chemistry/Physics,Colorado,1
male,27,Caucasian American,29,sligthly_above,8,7,8,8,8,Caucasian American,Biological Sciences/Chemistry/Physics,Colorado,1
male,25,African American,22,sligthly_above,7,8,10,9,8,Caucasian American,Law,Texas,1
male,25,African American,27,sligthly_above,8,9,9,8,8,Asian-American,Law,Texas,1
male,25,African American,25,sligthly_above,9,9,10,9,8,Other,Law,Texas,1
male,25,African American,32,average,5,7,8,7,5,Hispanic American,Law,Texas,1
male,25,African American,22,sligthly_above,8,8,8,8,6,Caucasian American,Law,Texas,1
male,25,African American,25,sligthly_above,10,10,10,10,10,Other,Law,Texas,1
male,25,African American,29,sligthly_above,8,9,9,8,8,Caucasian American,Law,Texas,1
male,21,Caucasian American,22,above,9,9,10,9,10,Caucasian American,History/Religion/Philosophy,"Ann Arbor, MI",1
male,21,Caucasian American,23,above,9,9,9,9,9,Hispanic American,History/Religion/Philosophy,"Ann Arbor, MI",1
male,21,Caucasian American,26,average,7,7,7,5,6,Asian-American,History/Religion/Philosophy,"Ann Arbor, MI",1
male,21,Caucasian American,25,sligthly_above,10,9,10,8,9,Other,History/Religion/Philosophy,"Ann Arbor, MI",1
male,21,Caucasian American,35,sligthly_above,8,8,7,5,8,Hispanic American,History/Religion/Philosophy,"Ann Arbor, MI",1
male,21,Caucasian American,30,sligthly_above,6,6,5,6,5,Caucasian American,History/Religion/Philosophy,"Ann Arbor, MI",1
male,21,Caucasian American,22,above,7,7,6,6,8,Caucasian American,History/Religion/Philosophy,"Ann Arbor, MI",1
male,21,Caucasian American,23,sligthly_above,10,8,9,8,8,Caucasian American,History/Religion/Philosophy,"Ann Arbor, MI",1
male,21,Caucasian American,29,sligthly_above,9,9,10,9,9,Caucasian American,History/Religion/Philosophy,"Ann Arbor, MI",1
male,24,Caucasian American,26,average,6,6,6,6,6,Asian-American,Engineering,Spain,1
male,24,Caucasian American,28,sligthly_above,7,7,8,7,7,Caucasian American,Engineering,Spain,1
male,24,Caucasian American,32,average,0,8,7,7,6,Hispanic American,Engineering,Spain,1
male,24,Caucasian American,22,above,8,6,7,10,5,Caucasian American,Engineering,Spain,1
male,25,Asian-American,23,sligthly_above,10,10,6,10,6,Hispanic American,Film,Hong Kong,1
male,25,Asian-American,27,sligthly_above,8,8,8,8,8,Asian-American,Film,Hong Kong,1
male,25,Asian-American,25,average,10,10,8,8,8,Other,Film,Hong Kong,1
male,25,Asian-American,22,average,7,7,7,5,7,Caucasian American,Film,Hong Kong,1
male,25,Asian-American,23,average,7,7,5,6,7,Asian-American,Film,Hong Kong,1
male,25,Asian-American,29,sligthly_above,9,9,7,9,7,Caucasian American,Film,Hong Kong,1
male,28,Caucasian American,22,sligthly_above,7,7,7,7,8,Caucasian American,Film,Ann Arbor,1
male,28,Caucasian American,29,average,9,9,8,8,5,Caucasian American,Film,Ann Arbor,1
female,20,Other,22,above,9,9,9,9,9,Other,"Social Science, Psychologist",New Jersey,1
female,20,Other,21,above,8,9,9,8,7,Caucasian American,"Social Science, Psychologist",New Jersey,1
female,20,Other,22,sligthly_above,8,7,6,6,6,Caucasian American,"Social Science, Psychologist",New Jersey,1
female,20,Other,22,above,7,9,10,8,10,Caucasian American,"Social Science, Psychologist",New Jersey,1
female,20,Other,21,above,9,8,9,9,7,Caucasian American,"Social Science, Psychologist",New Jersey,1
female,21,Caucasian American,21,sligthly_above,8,7,7,7,6,Caucasian American,Business/Econ/Finance,"Milwaukee, Wisconsin",1
female,21,Caucasian American,22,average,8,9,9,8,6,Caucasian American,Business/Econ/Finance,"Milwaukee, Wisconsin",1
female,21,Caucasian American,21,sligthly_above,9,9,8,8,8,Caucasian American,Business/Econ/Finance,"Milwaukee, Wisconsin",1
female,20,African American,21,sligthly_above,9,9,8,8,7,Caucasian American,Business/Econ/Finance,New York,1
female,21,Caucasian American,21,above,10,9,10,9,10,Caucasian American,"Social Science, Psychologist",brooklyn ny,1
female,21,Caucasian American,22,sligthly_above,3,7,10,7,8,Caucasian American,"Social Science, Psychologist",brooklyn ny,1
female,21,Caucasian American,21,above,7,6,10,8,7,Caucasian American,"Social Science, Psychologist",brooklyn ny,1
female,21,Caucasian American,22,above,10,10,10,10,10,Other,Political Science/International Affairs,France,1
female,21,Caucasian American,21,above,10,10,10,10,10,Caucasian American,Political Science/International Affairs,France,1
female,21,Caucasian American,22,sligthly_above,7,7,7,5,5,Caucasian American,Political Science/International Affairs,France,1
female,21,Caucasian American,21,above,5,6,10,10,10,Caucasian American,Business/Econ/Finance,"Long Island, NY",1
female,19,Hispanic American,21,sligthly_above,8,6,6,6,7,Caucasian American,Languages,Puerto Rico,1
female,19,Hispanic American,22,above,8,8,6,7,3,Caucasian American,Languages,Puerto Rico,1
female,19,Hispanic American,21,above,8,9,7,8,8,Caucasian American,Languages,Puerto Rico,1
female,19,Hispanic American,20,sligthly_above,6,6,6,6,6,Asian-American,Languages,Puerto Rico,1
female,20,Hispanic American,22,average,7,7,7,7,7,Other,English/Creative Writing/Journalism,"Long Island, NY",1
female,20,Hispanic American,21,above,8,7,8,7,7,Caucasian American,English/Creative Writing/Journalism,"Long Island, NY",1
female,20,Hispanic American,21,sligthly_above,8,10,10,8,7,Caucasian American,English/Creative Writing/Journalism,"Long Island, NY",1
female,20,Hispanic American,20,above,6,8,6,6,6,Asian-American,English/Creative Writing/Journalism,"Long Island, NY",1
male,22,Other,20,sligthly_above,7,7,9,7,8,Other,Law,Long Island,1
male,22,Other,21,above,10,10,10,10,10,Caucasian American,Law,Long Island,1
male,22,Other,20,sligthly_above,8,7,8,8,5,Hispanic American,Law,Long Island,1
male,21,Caucasian American,20,sligthly_above,7,8,8,7,8,Other,"Medical Science, Pharmaceuticals, Bio Tech",Staten Island,1
male,21,Caucasian American,21,above,9,10,10,10,7,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Staten Island,1
male,21,Caucasian American,21,above,10,10,10,10,10,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Staten Island,1
male,21,Caucasian American,21,above,8,8,9,8,8,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Staten Island,1
male,21,Caucasian American,21,above,10,10,10,10,10,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",Staten Island,1
male,21,Caucasian American,19,average,8,8,9,8,6,Hispanic American,"Medical Science, Pharmaceuticals, Bio Tech",Staten Island,1
male,21,Caucasian American,20,average,8,8,6,8,5,Hispanic American,"Medical Science, Pharmaceuticals, Bio Tech",Staten Island,1
male,22,Caucasian American,20,average,7,9,6,8,7,Other,History/Religion/Philosophy,"New York, NY",1
male,22,Caucasian American,21,average,9,8,7,7,6,Caucasian American,History/Religion/Philosophy,"New York, NY",1
male,22,Caucasian American,20,above,6,7,8,8,8,Other,Engineering,Massachusetts,1
male,22,Caucasian American,21,sligthly_above,5,9,9,10,8,Caucasian American,Engineering,Massachusetts,1
male,22,Caucasian American,21,sligthly_above,6,6,7,5,6,Caucasian American,Engineering,Massachusetts,1
male,22,Caucasian American,19,sligthly_above,10,9,10,8,7,Hispanic American,Engineering,Massachusetts,1
male,21,Caucasian American,20,above,10,8,8,7,9,Other,Engineering,Connecticut,1
male,21,Caucasian American,21,average,10,9,8,7,4,Caucasian American,Engineering,Connecticut,1
male,21,Caucasian American,20,sligthly_above,6,7,8,7,5,African American,Engineering,Connecticut,1
male,21,Caucasian American,21,above,10,9,8,8,7,Caucasian American,Engineering,Connecticut,1
male,21,Caucasian American,20,sligthly_above,7,8,6,5,2,Hispanic American,Engineering,Connecticut,1
male,20,Asian-American,20,above,9,9,8,10,2,Hispanic American,Engineering,"India, Holland",1
female,27,Caucasian American,29,sligthly_above,7,7,7,7,7,Caucasian American,Business/Econ/Finance,Los Angeles,1
female,23,Caucasian American,26,above,9,9,8,8,7,Asian-American,Biological Sciences/Chemistry/Physics,Pougkeepsie NY,1
female,26,Caucasian American,29,average,8,8,7,7,7,Caucasian American,"Social Science, Psychologist","sofia, bg",1
female,26,Caucasian American,28,sligthly_above,9,8,8,6,5,Hispanic American,"Social Science, Psychologist","sofia, bg",1
male,26,Asian-American,23,sligthly_above,9,7,9,10,8,Caucasian American,Business/Econ/Finance,New York,1
male,29,Caucasian American,27,sligthly_above,9,9,9,9,8,Caucasian American,Business/Econ/Finance,Europe,1
female,24,Caucasian American,23,sligthly_above,6,7,6,4,4,Caucasian American,Political Science/International Affairs,california,1
female,24,Caucasian American,23,sligthly_above,8,7,7,7,8,Asian-American,Political Science/International Affairs,california,1
female,24,Caucasian American,28,sligthly_above,8,9,8,7,8,Caucasian American,Political Science/International Affairs,california,1
female,24,Caucasian American,29,sligthly_above,8,9,9,8,7,Caucasian American,Political Science/International Affairs,california,1
female,24,Caucasian American,27,sligthly_above,7,6,7,7,6,Caucasian American,Political Science/International Affairs,california,1
female,24,Caucasian American,22,sligthly_above,7,7,7,5,5,Caucasian American,Political Science/International Affairs,california,1
female,23,Caucasian American,27,sligthly_above,7,7,7,7,5,Asian-American,Biological Sciences/Chemistry/Physics,PA,1
female,36,Caucasian American,27,above,10,10,8,8,8,Caucasian American,English/Creative Writing/Journalism,New York,1
female,26,Asian-American,29,sligthly_above,10,9,8,8,7,African American,Business/Econ/Finance,New York,1
female,26,Asian-American,30,sligthly_above,8,8,10,8,5,Caucasian American,Business/Econ/Finance,New York,1
female,28,Caucasian American,29,sligthly_above,7,8,6,9,10,Caucasian American,Political Science/International Affairs,Minneapolis,1
female,28,Caucasian American,27,average,4,7,5,6,7,Caucasian American,Political Science/International Affairs,Minneapolis,1
female,28,Caucasian American,22,sligthly_above,8,8,8,7,8,Caucasian American,Political Science/International Affairs,Minneapolis,1
female,31,Caucasian American,30,sligthly_above,10,9,8,8,7,Caucasian American,History/Religion/Philosophy,NYC,1
female,31,Caucasian American,23,sligthly_above,5,6,7,5,4,Caucasian American,History/Religion/Philosophy,NYC,1
female,28,Caucasian American,27,sligthly_above,7,7,7,6,9,Asian-American,Political Science/International Affairs,"ottawa, canada",1
female,28,Caucasian American,22,above,8,7,8,7,7,Caucasian American,Political Science/International Affairs,"ottawa, canada",1
female,27,Asian-American,30,sligthly_above,9,10,5,9,5,Caucasian American,Political Science/International Affairs,China,1
female,27,Asian-American,23,sligthly_above,8,8,6,5,3,Caucasian American,Political Science/International Affairs,China,1
female,28,Asian-American,28,sligthly_above,7,7,6,6,5,Caucasian American,History/Religion/Philosophy,China,1
female,28,Asian-American,26,sligthly_above,10,8,8,8,6,Caucasian American,History/Religion/Philosophy,China,1
female,28,Asian-American,29,average,8,8,6,7,4,Caucasian American,History/Religion/Philosophy,China,1
female,27,Caucasian American,22,above,9,8,9,7,6,Caucasian American,Business/Econ/Finance,NYC,1
female,27,Caucasian American,26,sligthly_above,10,8,8,7,5,Caucasian American,Business/Econ/Finance,NYC,1
female,27,Caucasian American,28,above,9,9,9,9,10,Caucasian American,Business/Econ/Finance,NYC,1
female,27,Caucasian American,29,above,7,8,8,10,5,Caucasian American,Business/Econ/Finance,NYC,1
female,27,Caucasian American,27,sligthly_above,8,8,5,6,6,Caucasian American,Business/Econ/Finance,NYC,1
female,27,Caucasian American,22,average,7,6,7,6,6,Caucasian American,Business/Econ/Finance,NYC,1
female,27,Caucasian American,22,sligthly_above,8,8,10,7,6,Caucasian American,Business/Econ/Finance,"Philadelphia, PA",1
female,30,African American,29,sligthly_above,10,8,9,9,10,African American,Business/Econ/Finance,"Atlanta, GA",1
female,30,African American,26,sligthly_above,9,9,8,8,8,Caucasian American,Business/Econ/Finance,"Atlanta, GA",1
female,30,African American,27,average,8,7,7,8,7,Caucasian American,Business/Econ/Finance,"Atlanta, GA",1
female,30,African American,22,sligthly_above,7,7,7,7,6,Caucasian American,Business/Econ/Finance,"Atlanta, GA",1
female,28,Asian-American,28,above,8,8,9,9,8,Caucasian American,Business/Econ/Finance,Cleveland,1
male,28,Caucasian American,24,average,10,9,8,7,5,Caucasian American,Biological Sciences/Chemistry/Physics,Greece,1
male,29,African American,26,sligthly_above,6,7,8,9,7,Asian-American,Business/Econ/Finance,North Carolina,1
male,29,African American,28,above,7,8,8,8,6,Caucasian American,Business/Econ/Finance,North Carolina,1
male,29,African American,30,sligthly_above,10,10,9,10,10,African American,Business/Econ/Finance,North Carolina,1
male,22,Caucasian American,27,above,8,9,9,8,6,Caucasian American,Biological Sciences/Chemistry/Physics,"State College, PA",1
male,22,Caucasian American,27,sligthly_above,7,7,8,7,5,Caucasian American,Biological Sciences/Chemistry/Physics,"State College, PA",1
male,27,Asian-American,23,sligthly_above,7,8,8,7,7,Caucasian American,Biological Sciences/Chemistry/Physics,Canada,1
male,27,Asian-American,28,above,8,7,7,6,9,Caucasian American,Biological Sciences/Chemistry/Physics,Canada,1
male,26,Caucasian American,28,sligthly_above,8,8,8,6,7,Asian-American,"Education, Academia",Minnesota,1
male,26,Caucasian American,27,above,9,8,9,8,6,Caucasian American,"Education, Academia",Minnesota,1
male,26,Caucasian American,30,average,9,10,7,10,8,African American,"Education, Academia",Minnesota,1
male,27,Caucasian American,36,above,9,10,10,8,8,Caucasian American,History/Religion/Philosophy,Los Angeles,1
male,30,Caucasian American,26,sligthly_above,7,7,5,6,5,Asian-American,Political Science/International Affairs,Detroit,1
male,30,Caucasian American,27,sligthly_above,8,7,8,8,9,Asian-American,Political Science/International Affairs,Detroit,1
male,26,Other,26,sligthly_above,8,8,6,8,7,Asian-American,Business/Econ/Finance,Washington DC Metro Region,1
male,26,Other,28,sligthly_above,5,6,3,7,8,Caucasian American,Business/Econ/Finance,Washington DC Metro Region,1
male,26,Other,27,above,9,9,9,9,7,Caucasian American,Business/Econ/Finance,Washington DC Metro Region,1
male,23,Caucasian American,24,sligthly_above,8,8,8,8,8,Caucasian American,Biological Sciences/Chemistry/Physics,colorado,1
male,23,Caucasian American,31,sligthly_above,7,8,8,8,8,Caucasian American,Biological Sciences/Chemistry/Physics,colorado,1
male,23,Caucasian American,27,sligthly_above,9,8,8,8,7,Asian-American,Biological Sciences/Chemistry/Physics,colorado,1
male,23,Asian-American,24,average,9,9,10,9,10,Caucasian American,Biological Sciences/Chemistry/Physics,"Berkeley, CA",1
