"age","workclass","educatoin_num","marital_status","occupation","race","sex","hours_per_week","income"
33,"Private",9,"Single","Service","Black","Female",40,"<=50K"
69,"Self-Employed",10,"Widowed","Blue-Collar","White","Female",14,"<=50K"
21,"Private",10,"Single","Blue-Collar","White","Male",40,"<=50K"
27,"Private",9,"Single","Blue-Collar","Black","Male",48,"<=50K"
39,"Private",9,"Married","White-Collar","White","Male",40,">50K"
23,"Private",10,"Divorced","White-Collar","Black","Male",40,"<=50K"
26,"Private",11,"Divorced","Professional","White","Female",36,"<=50K"
42,"Private",16,"Married","Professional","Amer-Indian-Eskimo","Female",40,"<=50K"
36,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
24,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
35,"Private",5,"Married","Service","White","Male",40,"<=50K"
42,"Private",9,"Divorced","Blue-Collar","Black","Female",40,"<=50K"
37,"Private",11,"Married","Blue-Collar","White","Male",44,">50K"
41,"Private",16,"Married","Professional","White","Male",50,">50K"
27,"Private",11,"Single","Blue-Collar","Black","Female",40,"<=50K"
42,"Self-Employed",15,"Married","Professional","White","Male",50,">50K"
44,"?",13,"Married","?","White","Female",16,">50K"
18,"Private",9,"Single","White-Collar","White","Female",16,"<=50K"
41,"Private",13,"Married","Service","White","Male",40,">50K"
31,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
26,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
67,"Private",2,"Widowed","Blue-Collar","White","Female",34,"<=50K"
37,"Private",10,"Married","White-Collar","White","Male",60,">50K"
51,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
26,"Private",10,"Single","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
40,"Private",12,"Married","Professional","White","Male",40,">50K"
25,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
38,"Private",11,"Married","Blue-Collar","White","Male",40,">50K"
43,"Private",9,"Separated","Blue-Collar","White","Male",40,"<=50K"
23,"Private",10,"Separated","Blue-Collar","White","Female",40,"<=50K"
44,"Private",13,"Married","White-Collar","White","Male",50,">50K"
60,"Government",14,"Divorced","Professional","White","Female",25,"<=50K"
38,"Government",14,"Single","Professional","White","Female",55,"<=50K"
21,"Government",10,"Single","Professional","White","Male",20,"<=50K"
18,"Private",10,"Single","White-Collar","White","Female",25,"<=50K"
49,"Private",13,"Divorced","White-Collar","Black","Female",60,">50K"
43,"Private",3,"Divorced","Service","White","Female",40,"<=50K"
26,"?",7,"Single","?","White","Female",65,"<=50K"
36,"Private",9,"Married","Blue-Collar","White","Male",25,">50K"
31,"Private",9,"Married","Blue-Collar","White","Female",35,">50K"
38,"Private",9,"Divorced","Blue-Collar","White","Female",40,"<=50K"
43,"Self-Employed",10,"Married","Blue-Collar","White","Male",84,"<=50K"
58,"Private",9,"Divorced","Service","White","Female",35,"<=50K"
55,"Private",9,"Divorced","White-Collar","White","Female",29,"<=50K"
39,"Private",12,"Divorced","White-Collar","Black","Female",35,"<=50K"
38,"Private",13,"Divorced","Professional","White","Female",35,"<=50K"
54,"Self-Employed",9,"Widowed","Blue-Collar","White","Male",35,"<=50K"
57,"Self-Employed",15,"Married","Professional","White","Male",40,"<=50K"
35,"Government",12,"Married","Service","White","Male",52,"<=50K"
44,"Self-Employed",15,"Married","Professional","Asian-Pac-Islander","Male",60,">50K"
36,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
58,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
39,"Private",10,"Single","Service","Black","Female",40,"<=50K"
25,"Private",15,"Single","Professional","White","Female",8,"<=50K"
54,"Government",13,"Married","White-Collar","White","Male",40,"<=50K"
23,"Private",13,"Single","Service","White","Female",40,"<=50K"
37,"Private",10,"Single","Sales","White","Male",60,"<=50K"
60,"Government",12,"Married","Service","Black","Male",40,"<=50K"
66,"Government",4,"Widowed","Service","White","Female",20,"<=50K"
36,"Private",12,"Married","Blue-Collar","Black","Male",50,"<=50K"
29,"Self-Employed",9,"Married","Blue-Collar","Asian-Pac-Islander","Male",50,">50K"
29,"Private",13,"Single","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
25,"Private",13,"Divorced","Professional","White","Female",44,"<=50K"
62,"?",9,"Widowed","?","White","Female",25,"<=50K"
23,"Private",10,"Single","White-Collar","White","Male",40,"<=50K"
38,"Private",9,"Single","Service","Black","Male",40,"<=50K"
33,"Private",10,"Married","Blue-Collar","White","Male",50,">50K"
49,"Self-Employed",10,"Married","Blue-Collar","White","Male",60,"<=50K"
57,"Self-Employed",9,"Married","White-Collar","White","Male",60,">50K"
57,"Government",13,"Married","White-Collar","White","Male",45,"<=50K"
46,"Private",10,"Single","Blue-Collar","White","Female",45,"<=50K"
37,"Self-Employed",14,"Married","White-Collar","White","Male",70,">50K"
43,"Self-Employed",13,"Married","Sales","White","Male",45,">50K"
26,"Private",9,"Single","Service","White","Female",35,"<=50K"
40,"Private",11,"Separated","Professional","White","Female",40,"<=50K"
39,"Self-Employed",9,"Single","Blue-Collar","Amer-Indian-Eskimo","Male",40,"<=50K"
39,"Private",12,"Divorced","Service","Black","Female",40,"<=50K"
31,"Private",10,"Married","White-Collar","White","Male",40,"<=50K"
31,"Private",13,"Married","Blue-Collar","Other","Male",36,"<=50K"
27,"Private",13,"Single","White-Collar","Black","Female",40,"<=50K"
36,"Self-Employed",13,"Married","White-Collar","White","Male",50,"<=50K"
40,"Government",13,"Divorced","Service","White","Female",40,">50K"
57,"Private",9,"Married","Service","White","Male",40,"<=50K"
24,"Private",9,"Single","Service","White","Female",35,"<=50K"
30,"Private",10,"Single","Sales","White","Male",45,"<=50K"
28,"Private",8,"Single","Blue-Collar","White","Male",50,"<=50K"
22,"Private",13,"Single","White-Collar","White","Male",40,"<=50K"
31,"Private",4,"Single","Blue-Collar","White","Male",50,"<=50K"
33,"Private",9,"Married","Sales","White","Male",44,">50K"
20,"Private",10,"Single","Blue-Collar","White","Male",15,"<=50K"
25,"Private",8,"Married","Blue-Collar","Other","Male",60,"<=50K"
49,"Government",10,"Married","Blue-Collar","White","Male",40,"<=50K"
21,"Private",9,"Single","Service","White","Female",35,"<=50K"
45,"Private",13,"Married","White-Collar","White","Male",45,">50K"
36,"Government",9,"Married","White-Collar","White","Male",45,">50K"
41,"Private",3,"Married","Service","White","Female",32,"<=50K"
23,"Private",13,"Single","Sales","White","Male",12,"<=50K"
47,"Private",13,"Married","White-Collar","White","Male",50,">50K"
41,"Private",9,"Divorced","White-Collar","White","Male",50,"<=50K"
30,"Private",9,"Single","Blue-Collar","White","Female",40,"<=50K"
29,"Government",10,"Single","Blue-Collar","White","Male",40,"<=50K"
31,"Private",4,"Divorced","Blue-Collar","White","Female",40,"<=50K"
64,"?",5,"Married","?","White","Male",50,"<=50K"
55,"Private",5,"Married","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
19,"Private",9,"Single","Service","White","Male",35,"<=50K"
31,"Government",8,"Married","Service","White","Female",40,">50K"
18,"Government",7,"Single","Service","White","Male",8,"<=50K"
68,"Private",9,"Widowed","Sales","White","Female",24,"<=50K"
50,"?",10,"Married","?","White","Male",40,"<=50K"
36,"Government",10,"Single","White-Collar","Black","Female",48,"<=50K"
44,"Private",15,"Married","Professional","White","Male",50,">50K"
58,"Self-Employed",9,"Married","White-Collar","White","Female",20,">50K"
20,"Private",9,"Single","Sales","Black","Female",20,"<=50K"
18,"Private",6,"Single","Blue-Collar","White","Male",40,"<=50K"
32,"Private",9,"Single","Blue-Collar","White","Female",30,"<=50K"
49,"Self-Employed",9,"Divorced","Service","White","Female",40,"<=50K"
34,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
22,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
40,"Private",9,"Married","Service","White","Male",45,"<=50K"
35,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
26,"Private",10,"Married","Sales","White","Male",50,"<=50K"
44,"Self-Employed",8,"Married","White-Collar","Asian-Pac-Islander","Male",60,"<=50K"
55,"Private",9,"Divorced","White-Collar","White","Female",60,"<=50K"
21,"Private",11,"Married","Blue-Collar","White","Male",40,"<=50K"
54,"Private",10,"Married","Blue-Collar","White","Female",40,"<=50K"
39,"Government",10,"Single","White-Collar","White","Female",44,"<=50K"
52,"Private",9,"Divorced","Service","White","Male",38,"<=50K"
57,"Self-Employed",13,"Married","Blue-Collar","White","Male",50,">50K"
67,"?",4,"Widowed","?","White","Female",35,"<=50K"
58,"Government",9,"Divorced","White-Collar","White","Female",40,"<=50K"
27,"Government",10,"Single","Professional","White","Male",16,"<=50K"
66,"?",9,"Married","?","White","Male",15,"<=50K"
41,"Private",10,"Divorced","Blue-Collar","White","Male",40,"<=50K"
18,"Private",7,"Single","Professional","White","Female",16,"<=50K"
58,"Private",9,"Widowed","Blue-Collar","White","Male",52,">50K"
50,"Private",3,"Divorced","Service","White","Male",37,"<=50K"
31,"Private",10,"Single","White-Collar","White","Male",40,"<=50K"
32,"Private",6,"Divorced","Blue-Collar","White","Male",40,"<=50K"
37,"Self-Employed",10,"Married","Blue-Collar","White","Male",45,"<=50K"
26,"Self-Employed",13,"Married","White-Collar","White","Male",20,"<=50K"
33,"Government",11,"Married","Service","White","Male",50,"<=50K"
35,"Government",9,"Single","Service","Black","Female",40,"<=50K"
44,"Private",13,"Single","Professional","White","Female",45,"<=50K"
26,"Private",13,"Single","Blue-Collar","White","Male",40,"<=50K"
48,"Government",9,"Divorced","White-Collar","White","Male",40,"<=50K"
40,"Private",13,"Single","Service","White","Male",40,"<=50K"
62,"Private",6,"Married","Sales","White","Male",35,"<=50K"
37,"Private",15,"Married","Sales","White","Male",45,">50K"
18,"Private",7,"Single","Sales","White","Male",18,"<=50K"
48,"Private",9,"Divorced","Blue-Collar","Other","Female",38,"<=50K"
45,"Private",14,"Married","Professional","White","Male",50,"<=50K"
35,"Private",10,"Married","Sales","White","Male",45,"<=50K"
35,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
34,"Self-Employed",9,"Married","Professional","White","Male",51,"<=50K"
29,"Private",9,"Married","Service","White","Female",40,"<=50K"
19,"Private",10,"Single","Sales","White","Male",30,"<=50K"
53,"Government",10,"Married","Service","White","Male",60,"<=50K"
49,"Private",10,"Divorced","Service","White","Male",40,"<=50K"
71,"Private",9,"Widowed","Sales","White","Female",16,"<=50K"
38,"Private",4,"Married","Blue-Collar","White","Male",36,"<=50K"
39,"Government",14,"Married","White-Collar","White","Male",45,"<=50K"
23,"Private",13,"Single","White-Collar","White","Female",40,"<=50K"
29,"Self-Employed",13,"Married","Sales","White","Male",50,">50K"
52,"Private",3,"Divorced","Blue-Collar","White","Male",40,"<=50K"
41,"Private",10,"Married","White-Collar","White","Female",40,">50K"
20,"Private",10,"Single","Service","White","Male",35,"<=50K"
30,"Private",10,"Married","Service","White","Male",45,"<=50K"
56,"Private",6,"Divorced","White-Collar","Black","Female",36,"<=50K"
26,"Private",9,"Divorced","Sales","White","Female",40,"<=50K"
36,"Government",9,"Divorced","White-Collar","White","Female",40,"<=50K"
26,"Government",13,"Single","Professional","Black","Female",42,"<=50K"
58,"Private",12,"Married","Blue-Collar","Black","Male",40,">50K"
24,"Private",13,"Single","White-Collar","White","Male",40,"<=50K"
41,"Private",10,"Divorced","Sales","Asian-Pac-Islander","Female",32,"<=50K"
27,"Private",10,"Single","Sales","White","Male",35,"<=50K"
28,"Government",10,"Separated","White-Collar","White","Male",40,"<=50K"
57,"Self-Employed",9,"Married","White-Collar","White","Male",40,"<=50K"
21,"Government",10,"Single","Professional","White","Female",20,"<=50K"
50,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
27,"Private",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
58,"Private",13,"Single","Professional","White","Female",60,"<=50K"
27,"Self-Employed",13,"Married","White-Collar","White","Male",50,"<=50K"
36,"Private",9,"Separated","Sales","Black","Female",17,"<=50K"
68,"Government",13,"Married","White-Collar","White","Male",40,">50K"
33,"Self-Employed",9,"Widowed","Sales","White","Female",40,"<=50K"
19,"Private",10,"Single","Service","White","Female",18,"<=50K"
26,"Private",9,"Separated","White-Collar","Black","Female",40,"<=50K"
37,"Private",9,"Single","Blue-Collar","Black","Female",30,"<=50K"
53,"Private",9,"Married","Blue-Collar","White","Male",45,"<=50K"
32,"Private",10,"Single","Service","Black","Male",38,"<=50K"
18,"Private",7,"Single","White-Collar","White","Female",25,"<=50K"
53,"Private",9,"Married","Blue-Collar","White","Male",40,">50K"
40,"Self-Employed",13,"Married","Professional","White","Male",40,"<=50K"
50,"Private",10,"Divorced","Professional","White","Female",40,"<=50K"
43,"Private",13,"Married","Professional","White","Female",50,">50K"
60,"Private",13,"Married","Sales","White","Male",46,">50K"
28,"Self-Employed",9,"Married","Sales","White","Female",40,"<=50K"
34,"Private",9,"Divorced","Sales","White","Male",45,"<=50K"
37,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
25,"Private",9,"Married","Service","White","Male",40,"<=50K"
46,"Private",14,"Married","White-Collar","White","Male",65,">50K"
21,"Private",7,"Married","Blue-Collar","White","Male",40,"<=50K"
26,"Private",13,"Single","Professional","White","Female",45,"<=50K"
47,"Private",9,"Single","White-Collar","White","Female",40,"<=50K"
18,"Private",8,"Single","Blue-Collar","White","Male",20,"<=50K"
22,"Private",13,"Single","Sales","White","Female",16,"<=50K"
36,"Private",10,"Divorced","Blue-Collar","White","Female",30,"<=50K"
59,"Self-Employed",9,"Married","Blue-Collar","White","Male",48,"<=50K"
33,"Private",9,"Married","Service","White","Female",38,"<=50K"
33,"Private",6,"Divorced","Blue-Collar","White","Male",35,"<=50K"
53,"Self-Employed",13,"Married","White-Collar","Asian-Pac-Islander","Female",50,"<=50K"
44,"Government",10,"Married","White-Collar","White","Male",40,"<=50K"
55,"Private",9,"Married","White-Collar","White","Male",50,"<=50K"
56,"Private",9,"Married","Blue-Collar","White","Male",50,"<=50K"
54,"Self-Employed",10,"Divorced","Sales","White","Female",35,"<=50K"
51,"Private",9,"Divorced","Professional","White","Male",40,"<=50K"
31,"Private",10,"Single","White-Collar","White","Female",38,"<=50K"
43,"Private",14,"Married","White-Collar","White","Male",50,">50K"
44,"Private",9,"Divorced","Service","White","Female",40,"<=50K"
22,"Private",10,"Single","White-Collar","White","Male",50,"<=50K"
43,"Government",9,"Married","Service","Amer-Indian-Eskimo","Male",40,"<=50K"
26,"Government",12,"Single","White-Collar","Black","Female",40,"<=50K"
30,"Private",13,"Single","Sales","White","Male",18,"<=50K"
30,"Private",5,"Married","Blue-Collar","White","Male",40,"<=50K"
46,"Private",9,"Single","Service","White","Male",15,"<=50K"
27,"Private",13,"Married","Sales","White","Male",50,"<=50K"
26,"Private",9,"Married","Blue-Collar","White","Male",50,"<=50K"
36,"Private",13,"Single","White-Collar","White","Male",40,">50K"
25,"Self-Employed",9,"Separated","Blue-Collar","White","Male",35,"<=50K"
30,"Government",15,"Single","Professional","Black","Female",40,"<=50K"
46,"Government",9,"Married","Service","Black","Male",40,">50K"
47,"Private",10,"Married","White-Collar","Black","Female",48,">50K"
66,"Self-Employed",13,"Married","Sales","White","Male",26,">50K"
43,"Private",6,"Married","Blue-Collar","White","Male",40,"<=50K"
71,"?",9,"Widowed","?","White","Female",20,"<=50K"
36,"Government",13,"Married","White-Collar","White","Male",55,">50K"
46,"?",9,"Married","?","Asian-Pac-Islander","Male",40,"<=50K"
44,"Government",10,"Widowed","White-Collar","White","Female",15,"<=50K"
42,"Private",16,"Married","Professional","White","Male",50,"<=50K"
39,"Private",13,"Married","Blue-Collar","White","Male",45,">50K"
36,"Private",12,"Married","White-Collar","White","Male",50,">50K"
60,"Self-Employed",13,"Married","White-Collar","White","Male",45,">50K"
37,"Private",10,"Married","Blue-Collar","White","Male",50,">50K"
26,"Private",13,"Single","Blue-Collar","White","Male",20,"<=50K"
24,"Private",13,"Single","White-Collar","White","Female",30,"<=50K"
17,"?",7,"Single","?","White","Male",18,"<=50K"
45,"Government",14,"Divorced","Professional","White","Female",35,"<=50K"
54,"Private",10,"Married","White-Collar","White","Male",48,">50K"
22,"Private",10,"Single","Sales","White","Female",30,"<=50K"
63,"Government",14,"Married","Professional","White","Male",48,"<=50K"
22,"Private",9,"Married","Blue-Collar","White","Male",43,"<=50K"
27,"Private",10,"Single","Service","White","Male",25,"<=50K"
33,"Private",5,"Married","Blue-Collar","White","Male",33,"<=50K"
64,"Private",13,"Widowed","Professional","White","Female",30,"<=50K"
50,"Private",12,"Married","White-Collar","White","Male",50,">50K"
44,"Self-Employed",11,"Widowed","Professional","White","Female",40,"<=50K"
31,"Private",9,"Married","Blue-Collar","White","Male",50,"<=50K"
44,"Private",9,"Divorced","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
53,"Self-Employed",6,"Married","Blue-Collar","White","Male",35,"<=50K"
33,"Government",9,"Widowed","Service","White","Female",40,"<=50K"
34,"Government",8,"Married","Other/Unknown","White","Male",40,"<=50K"
27,"Private",9,"Single","Blue-Collar","White","Male",70,"<=50K"
43,"?",11,"Widowed","?","White","Female",36,"<=50K"
80,"Self-Employed",9,"Single","White-Collar","White","Male",20,"<=50K"
31,"Private",12,"Divorced","Service","White","Female",32,"<=50K"
40,"Private",9,"Married","Blue-Collar","Black","Male",40,">50K"
53,"Government",13,"Married","Professional","White","Male",40,"<=50K"
58,"Private",9,"Married","Blue-Collar","White","Male",44,"<=50K"
38,"Private",10,"Married","White-Collar","White","Male",40,">50K"
33,"Private",15,"Married","Professional","White","Male",40,">50K"
48,"Government",13,"Married","White-Collar","White","Male",60,">50K"
23,"Private",10,"Married","White-Collar","Black","Female",40,"<=50K"
31,"Self-Employed",9,"Single","Blue-Collar","White","Male",50,"<=50K"
52,"Self-Employed",14,"Married","Sales","White","Male",70,"<=50K"
24,"Private",9,"Single","Service","White","Male",40,"<=50K"
45,"Self-Employed",5,"Married","Blue-Collar","White","Male",40,"<=50K"
36,"Private",9,"Married","White-Collar","White","Female",40,">50K"
52,"Private",3,"Widowed","Service","White","Female",40,"<=50K"
54,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
39,"Private",15,"Married","Professional","White","Male",55,">50K"
40,"Private",13,"Married","Sales","White","Male",50,">50K"
28,"Private",9,"Single","Service","Asian-Pac-Islander","Male",50,"<=50K"
21,"?",10,"Single","?","White","Male",16,"<=50K"
23,"Private",10,"Single","White-Collar","White","Female",40,"<=50K"
36,"Self-Employed",4,"Single","Blue-Collar","Black","Male",40,"<=50K"
22,"Private",10,"Single","White-Collar","White","Female",15,"<=50K"
55,"Government",14,"Married","White-Collar","White","Male",50,"<=50K"
71,"Private",9,"Single","Blue-Collar","White","Male",17,"<=50K"
47,"Private",16,"Married","Professional","White","Male",60,">50K"
17,"Self-Employed",6,"Single","Sales","White","Male",12,"<=50K"
31,"Private",13,"Married","White-Collar","White","Female",50,">50K"
32,"Private",10,"Single","Service","Asian-Pac-Islander","Male",40,"<=50K"
46,"Private",10,"Married","Blue-Collar","White","Male",40,">50K"
27,"Private",13,"Single","White-Collar","White","Female",40,"<=50K"
39,"Government",10,"Married","White-Collar","White","Male",50,">50K"
40,"Private",9,"Divorced","Blue-Collar","White","Female",48,"<=50K"
30,"Private",9,"Single","Sales","White","Female",30,"<=50K"
17,"Private",5,"Single","Service","White","Male",20,"<=50K"
33,"Private",14,"Single","Professional","White","Male",40,"<=50K"
72,"Private",16,"Single","Professional","White","Male",30,"<=50K"
34,"Government",10,"Married","White-Collar","White","Female",40,">50K"
65,"Private",9,"Single","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
36,"Private",13,"Married","Professional","White","Male",50,">50K"
32,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
26,"Private",10,"Single","White-Collar","White","Male",40,"<=50K"
22,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
47,"Private",15,"Married","Professional","White","Male",48,">50K"
31,"Private",10,"Single","Service","White","Male",40,"<=50K"
28,"Self-Employed",13,"Single","Sales","White","Male",50,"<=50K"
38,"Private",14,"Single","White-Collar","White","Female",50,">50K"
34,"Private",12,"Married","White-Collar","White","Male",28,"<=50K"
44,"Private",13,"Married","Professional","White","Male",35,">50K"
27,"Private",10,"Single","Blue-Collar","Asian-Pac-Islander","Male",40,"<=50K"
50,"Government",13,"Married","Service","White","Male",44,">50K"
47,"Private",9,"Married","Service","Black","Female",30,"<=50K"
20,"Private",10,"Single","Service","White","Male",40,"<=50K"
24,"Private",9,"Single","Sales","White","Male",38,"<=50K"
29,"Government",10,"Married","Service","White","Male",40,">50K"
37,"Government",11,"Single","Service","Black","Female",32,"<=50K"
42,"Private",12,"Divorced","White-Collar","White","Male",40,"<=50K"
20,"?",10,"Single","?","White","Male",20,"<=50K"
68,"Private",10,"Single","White-Collar","White","Female",40,"<=50K"
22,"Government",10,"Single","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
72,"Self-Employed",9,"Married","Sales","White","Male",30,"<=50K"
45,"Government",10,"Married","White-Collar","Black","Male",20,"<=50K"
30,"Government",9,"Married","Service","Black","Male",40,"<=50K"
33,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
43,"Private",9,"Married","Service","White","Male",40,">50K"
56,"Private",10,"Widowed","White-Collar","White","Male",60,"<=50K"
25,"Self-Employed",11,"Married","Blue-Collar","White","Male",40,"<=50K"
41,"Private",9,"Divorced","Service","White","Female",40,"<=50K"
25,"Private",13,"Single","Service","White","Female",37,"<=50K"
31,"Government",12,"Married","Service","White","Male",40,">50K"
36,"Private",9,"Married","Blue-Collar","White","Male",38,"<=50K"
37,"Private",13,"Married","White-Collar","White","Male",40,">50K"
58,"Self-Employed",9,"Married","Blue-Collar","White","Male",20,"<=50K"
26,"Private",13,"Single","White-Collar","Black","Female",40,"<=50K"
55,"Private",10,"Married","Service","White","Male",50,">50K"
46,"Government",10,"Married","White-Collar","White","Male",48,">50K"
44,"Private",13,"Single","White-Collar","White","Female",20,"<=50K"
44,"Private",7,"Married","Service","Black","Male",60,"<=50K"
28,"Government",13,"Single","White-Collar","White","Male",55,"<=50K"
42,"Private",6,"Married","Blue-Collar","White","Male",50,"<=50K"
41,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
39,"Private",13,"Married","White-Collar","White","Male",45,"<=50K"
64,"Self-Employed",11,"Married","Blue-Collar","White","Male",30,"<=50K"
20,"Private",10,"Single","Blue-Collar","White","Male",25,"<=50K"
45,"Government",10,"Married","Service","White","Male",40,">50K"
31,"Private",9,"Married","White-Collar","White","Male",50,"<=50K"
36,"Government",14,"Married","White-Collar","White","Male",40,">50K"
32,"Private",5,"Separated","Service","Other","Female",40,"<=50K"
33,"Self-Employed",11,"Married","Blue-Collar","White","Male",65,"<=50K"
51,"Self-Employed",9,"Divorced","White-Collar","White","Female",35,">50K"
36,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
40,"Private",9,"Single","Blue-Collar","White","Male",40,"<=50K"
44,"Private",11,"Married","White-Collar","White","Male",51,">50K"
40,"Private",9,"Divorced","White-Collar","White","Female",45,"<=50K"
46,"Private",11,"Divorced","White-Collar","White","Female",40,"<=50K"
31,"Self-Employed",15,"Married","Professional","White","Male",60,">50K"
30,"Private",9,"Single","Sales","White","Female",40,"<=50K"
26,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
25,"Private",13,"Single","Service","White","Male",40,"<=50K"
35,"Self-Employed",12,"Married","Blue-Collar","White","Male",40,"<=50K"
29,"Private",15,"Single","Professional","White","Male",50,"<=50K"
39,"Private",12,"Separated","Blue-Collar","White","Male",40,"<=50K"
44,"Self-Employed",10,"Divorced","Service","White","Male",40,"<=50K"
37,"Private",9,"Married","Blue-Collar","White","Male",60,">50K"
79,"Self-Employed",11,"Married","Sales","White","Male",20,">50K"
36,"Private",13,"Married","White-Collar","Black","Male",45,">50K"
44,"Private",10,"Married","Blue-Collar","White","Male",60,">50K"
23,"Private",9,"Married","Blue-Collar","White","Male",30,"<=50K"
27,"Private",13,"Single","White-Collar","White","Female",45,"<=50K"
46,"Self-Employed",13,"Married","Sales","White","Male",40,">50K"
58,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
36,"Private",12,"Divorced","White-Collar","White","Male",48,"<=50K"
36,"Private",9,"Married","Blue-Collar","White","Male",60,">50K"
21,"Private",10,"Single","White-Collar","White","Male",45,"<=50K"
41,"Government",9,"Single","Blue-Collar","White","Female",40,">50K"
49,"Government",9,"Married","Blue-Collar","White","Male",40,"<=50K"
34,"Private",13,"Married","Sales","White","Female",40,">50K"
29,"Private",9,"Married","Service","White","Male",35,"<=50K"
63,"Private",13,"Married","White-Collar","White","Male",50,">50K"
29,"Government",13,"Single","Professional","White","Female",40,"<=50K"
65,"Private",10,"Married","Blue-Collar","White","Male",40,"<=50K"
26,"Private",13,"Single","Service","White","Female",25,"<=50K"
42,"Private",16,"Married","Professional","Asian-Pac-Islander","Male",40,">50K"
44,"Private",10,"Divorced","White-Collar","Asian-Pac-Islander","Female",37,"<=50K"
51,"?",9,"Separated","?","Black","Male",6,"<=50K"
41,"Self-Employed",9,"Married","Blue-Collar","White","Male",25,"<=50K"
22,"Government",12,"Single","White-Collar","Black","Female",35,"<=50K"
36,"?",10,"Married","?","White","Female",25,"<=50K"
18,"Private",7,"Single","Blue-Collar","White","Male",40,"<=50K"
33,"Government",6,"Married","Blue-Collar","White","Male",40,"<=50K"
46,"Government",13,"Married","Professional","White","Male",38,">50K"
49,"Private",7,"Married","Service","White","Female",40,"<=50K"
41,"Government",9,"Married","White-Collar","White","Female",40,"<=50K"
52,"Private",10,"Divorced","White-Collar","White","Female",40,"<=50K"
40,"Private",10,"Separated","Blue-Collar","White","Male",40,"<=50K"
53,"Government",10,"Single","Professional","White","Female",40,"<=50K"
45,"Self-Employed",9,"Married","Blue-Collar","White","Male",50,"<=50K"
30,"Government",6,"Married","Blue-Collar","White","Male",40,"<=50K"
56,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
24,"Private",9,"Married","Blue-Collar","White","Male",40,"<=50K"
71,"Self-Employed",4,"Married","Blue-Collar","White","Male",50,"<=50K"
20,"Self-Employed",9,"Divorced","Sales","White","Female",30,"<=50K"
26,"Private",13,"Married","Service","White","Male",50,"<=50K"
34,"Private",9,"Married","Sales","White","Male",65,"<=50K"
36,"?",5,"Divorced","?","White","Female",40,"<=50K"
49,"Private",9,"Separated","Professional","White","Female",60,"<=50K"
48,"Private",16,"Married","Professional","White","Male",50,">50K"
22,"Private",9,"Single","Service","White","Female",40,"<=50K"
30,"Private",10,"Divorced","Blue-Collar","White","Male",40,"<=50K"
51,"Private",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
46,"Private",10,"Married","Sales","White","Female",40,"<=50K"
32,"Self-Employed",9,"Married","White-Collar","White","Male",45,"<=50K"
42,"Private",15,"Married","Sales","Amer-Indian-Eskimo","Female",40,">50K"
52,"Government",10,"Married","Service","White","Male",50,"<=50K"
57,"Private",9,"Divorced","White-Collar","Black","Female",40,"<=50K"
35,"Private",10,"Divorced","White-Collar","White","Female",39,"<=50K"
52,"Private",14,"Married","Professional","White","Male",50,">50K"
59,"?",5,"Divorced","?","White","Female",12,"<=50K"
36,"Private",10,"Divorced","White-Collar","White","Female",40,"<=50K"
33,"Private",10,"Married","White-Collar","White","Male",40,">50K"
67,"Government",9,"Divorced","Service","Black","Male",20,"<=50K"
31,"Self-Employed",10,"Married","Sales","White","Male",48,"<=50K"
31,"Private",9,"Married","Professional","White","Male",50,"<=50K"
28,"Private",10,"Single","Blue-Collar","White","Male",42,"<=50K"
72,"?",4,"Widowed","?","White","Female",20,"<=50K"
