gender,age,race,age_partner,attractiveness,sincerity,intelligence,funny,ambitious,shared_interests,race_partner,field_study,match
female,23,Caucasian American,25,sligthly_above,7,7,7,2,3,Asian-American,"Education, Academia",0
female,23,Caucasian American,27,sligthly_above,8,6,8,6,4,Other,"Education, Academia",1
female,23,Caucasian American,33,above,8,9,9,6,7,Other,"Education, Academia",0
female,23,Caucasian American,25,above,10,7,9,7,7,Other,"Education, Academia",0
female,24,Asian-American,28,average,6,7,2,2,1,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,24,Asian-American,32,above,7,8,6,6,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,24,Asian-American,25,sligthly_above,7,5,3,7,3,Asian-American,Biological Sciences/Chemistry/Physics,0
female,24,Asian-American,27,average,6,9,6,7,4,Other,Biological Sciences/Chemistry/Physics,0
female,24,Asian-American,33,above,9,9,6,7,5,Other,Biological Sciences/Chemistry/Physics,0
female,24,Asian-American,25,below,8,5,4,4,4,Other,Biological Sciences/Chemistry/Physics,0
female,34,Caucasian American,28,below,6,8,4,3,1,Caucasian American,History/Religion/Philosophy,0
female,34,Caucasian American,25,average,6,8,5,6,3,Asian-American,History/Religion/Philosophy,0
female,34,Caucasian American,27,average,7,7,6,6,3,Other,History/Religion/Philosophy,0
female,34,Caucasian American,33,average,9,8,7,8,6,Other,History/Religion/Philosophy,0
female,34,Caucasian American,25,average,10,8,7,7,6,Other,History/Religion/Philosophy,1
female,27,Caucasian American,28,sligthly_above,8,8,8,9,7,Caucasian American,Fine Arts/Arts Administration,1
female,27,Caucasian American,32,average,7,6,6,6,4,Caucasian American,Fine Arts/Arts Administration,0
female,27,Caucasian American,25,average,7,7,6,5,3,Asian-American,Fine Arts/Arts Administration,0
female,27,Caucasian American,27,average,8,7,7,6,3,Other,Fine Arts/Arts Administration,0
female,27,Caucasian American,33,above,9,8,9,8,9,Other,Fine Arts/Arts Administration,0
female,27,Caucasian American,25,sligthly_above,8,8,9,7,8,Other,Fine Arts/Arts Administration,1
female,27,Caucasian American,33,average,8,7,4,8,8,Other,Fine Arts/Arts Administration,0
female,34,Caucasian American,28,average,8,9,3,6,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,34,Caucasian American,32,average,8,8,6,5,3,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,34,Caucasian American,25,average,8,6,5,4,7,Asian-American,Biological Sciences/Chemistry/Physics,0
female,34,Caucasian American,27,average,7,8,6,3,4,Other,Biological Sciences/Chemistry/Physics,0
female,34,Caucasian American,33,average,7,6,5,5,5,Other,Biological Sciences/Chemistry/Physics,0
female,34,Caucasian American,25,average,8,7,6,6,5,Other,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,28,sligthly_above,6,8,10,9,2,Caucasian American,Business/Econ/Finance,0
female,26,Asian-American,32,sligthly_above,7,8,7,7,4,Caucasian American,Business/Econ/Finance,0
female,26,Asian-American,25,average,7,7,7,5,5,Caucasian American,Business/Econ/Finance,0
female,26,Asian-American,25,average,6,4,8,3,4,Asian-American,Business/Econ/Finance,0
female,26,Asian-American,27,average,7,7,8,7,5,Other,Business/Econ/Finance,0
female,26,Asian-American,33,sligthly_above,9,8,10,9,10,Other,Business/Econ/Finance,0
female,26,Asian-American,25,average,7,7,8,9,7,Other,Business/Econ/Finance,1
female,29,Asian-American,28,sligthly_above,9,9,9,9,7,Caucasian American,Business/Econ/Finance,0
female,29,Asian-American,32,above,8,7,7,6,4,Caucasian American,Business/Econ/Finance,0
female,29,Asian-American,25,average,6,5,5,4,3,Asian-American,Business/Econ/Finance,0
female,29,Asian-American,27,average,7,7,8,7,5,Other,Business/Econ/Finance,1
female,29,Asian-American,33,below,9,7,9,9,9,Other,Business/Econ/Finance,0
female,29,Asian-American,25,sligthly_above,10,8,8,8,8,Other,Business/Econ/Finance,1
female,26,Hispanic American,27,sligthly_above,8,8,8,7,7,Caucasian American,"Social Science, Psychologist",1
female,26,Hispanic American,28,sligthly_above,5,7,5,3,1,Caucasian American,"Social Science, Psychologist",0
female,26,Hispanic American,32,above,8,8,7,7,6,Caucasian American,"Social Science, Psychologist",0
female,26,Hispanic American,25,sligthly_above,6,6,6,3,5,Asian-American,"Social Science, Psychologist",0
female,26,Hispanic American,27,sligthly_above,7,7,6,6,5,Other,"Social Science, Psychologist",1
female,26,Hispanic American,33,above,8,9,9,7,8,Other,"Social Science, Psychologist",0
female,26,Hispanic American,25,sligthly_above,8,7,8,7,8,Other,"Social Science, Psychologist",1
female,26,Hispanic American,33,sligthly_above,9,8,8,8,8,Other,"Social Science, Psychologist",1
male,27,Caucasian American,22,average,8,9,7,8,2,Other,Languages,0
male,27,Caucasian American,23,average,6,6,5,5,5,Caucasian American,Languages,1
male,27,Caucasian American,24,average,7,8,6,7,5,Asian-American,Languages,0
male,27,Caucasian American,34,average,2,4,2,1,0,Caucasian American,Languages,0
male,27,Caucasian American,27,sligthly_above,8,9,8,9,7,Caucasian American,Languages,0
male,27,Caucasian American,34,sligthly_above,9,9,6,6,8,Caucasian American,Languages,0
male,27,Caucasian American,26,sligthly_above,7,7,7,5,7,Asian-American,Languages,0
male,27,Caucasian American,29,average,6,8,7,6,6,Asian-American,Languages,1
male,27,Caucasian American,26,average,6,7,3,2,7,Hispanic American,Languages,1
male,28,Caucasian American,22,sligthly_above,8,8,7,9,5,Other,Business/Econ/Finance,0
male,28,Caucasian American,23,average,7,7,6,7,6,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,24,sligthly_above,7,7,9,9,9,Asian-American,Business/Econ/Finance,0
male,28,Caucasian American,34,sligthly_above,8,6,6,7,5,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,27,sligthly_above,9,9,8,9,8,Caucasian American,Business/Econ/Finance,1
male,28,Caucasian American,34,sligthly_above,6,6,7,8,7,Caucasian American,Business/Econ/Finance,0
male,28,Caucasian American,26,sligthly_above,7,6,6,5,5,Asian-American,Business/Econ/Finance,0
male,28,Caucasian American,29,average,7,8,6,7,5,Asian-American,Business/Econ/Finance,0
male,28,Caucasian American,26,below,6,6,5,9,5,Hispanic American,Business/Econ/Finance,0
male,32,Caucasian American,22,average,6,10,6,6,7,Other,History/Religion/Philosophy,0
male,32,Caucasian American,23,below,6,8,4,8,3,Caucasian American,History/Religion/Philosophy,0
male,32,Caucasian American,24,average,6,9,3,9,5,Asian-American,History/Religion/Philosophy,0
male,32,Caucasian American,27,sligthly_above,9,10,9,10,8,Caucasian American,History/Religion/Philosophy,0
male,32,Caucasian American,34,sligthly_above,6,9,8,7,7,Caucasian American,History/Religion/Philosophy,1
male,32,Caucasian American,26,average,7,6,5,6,3,Asian-American,History/Religion/Philosophy,0
male,32,Caucasian American,29,average,7,10,7,8,5,Asian-American,History/Religion/Philosophy,0
male,32,Caucasian American,26,below,2,6,2,2,7,Hispanic American,History/Religion/Philosophy,0
male,25,Caucasian American,22,average,8,7,5,6,2,Other,Biological Sciences/Chemistry/Physics,0
male,25,Caucasian American,23,below,7,5,4,4,4,Caucasian American,Biological Sciences/Chemistry/Physics,0
male,25,Caucasian American,24,average,7,5,5,7,7,Asian-American,Biological Sciences/Chemistry/Physics,0
male,25,Caucasian American,34,below,6,5,2,3,2,Caucasian American,Biological Sciences/Chemistry/Physics,0
male,25,Caucasian American,27,sligthly_above,9,9,9,10,6,Caucasian American,Biological Sciences/Chemistry/Physics,0
male,25,Caucasian American,34,average,9,7,7,5,6,Caucasian American,Biological Sciences/Chemistry/Physics,0
male,25,Caucasian American,26,average,4,4,5,5,4,Asian-American,Biological Sciences/Chemistry/Physics,0
male,25,Caucasian American,29,average,9,8,6,6,4,Asian-American,Biological Sciences/Chemistry/Physics,0
male,25,Asian-American,23,below,8,7,5,5,2,Caucasian American,Biological Sciences/Chemistry/Physics,0
male,25,Asian-American,24,below,7,7,4,7,3,Asian-American,Biological Sciences/Chemistry/Physics,0
male,25,Asian-American,34,average,9,8,6,8,2,Caucasian American,Biological Sciences/Chemistry/Physics,0
male,25,Asian-American,27,average,8,8,5,7,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
male,25,Asian-American,34,average,8,8,5,6,7,Caucasian American,Biological Sciences/Chemistry/Physics,0
male,25,Asian-American,26,average,5,5,4,7,3,Asian-American,Biological Sciences/Chemistry/Physics,0
male,25,Asian-American,29,average,10,10,9,6,7,Asian-American,Biological Sciences/Chemistry/Physics,0
male,25,Asian-American,26,slightly_below,7,6,2,2,3,Hispanic American,Biological Sciences/Chemistry/Physics,0
male,27,Other,22,average,6,6,8,6,2,Other,Business/Econ/Finance,0
male,27,Other,23,sligthly_above,6,6,8,7,7,Caucasian American,Business/Econ/Finance,1
male,27,Other,24,sligthly_above,5,6,8,9,6,Asian-American,Business/Econ/Finance,0
male,27,Other,34,sligthly_above,8,7,6,6,8,Caucasian American,Business/Econ/Finance,0
male,27,Other,27,above,8,9,8,9,7,Caucasian American,Business/Econ/Finance,0
male,27,Other,34,sligthly_above,8,7,8,9,6,Caucasian American,Business/Econ/Finance,0
male,27,Other,26,average,4,5,7,6,5,Asian-American,Business/Econ/Finance,0
male,27,Other,29,above,6,8,9,7,5,Asian-American,Business/Econ/Finance,1
male,27,Other,26,average,3,6,7,10,3,Hispanic American,Business/Econ/Finance,1
male,33,Other,22,average,8,7,8,9,8,Other,Business/Econ/Finance,0
male,33,Other,23,below,5,5,2,5,2,Caucasian American,Business/Econ/Finance,0
male,33,Other,24,average,7,7,5,9,4,Asian-American,Business/Econ/Finance,0
male,33,Other,34,below,7,8,4,3,2,Caucasian American,Business/Econ/Finance,0
male,33,Other,27,average,8,9,8,10,6,Caucasian American,Business/Econ/Finance,0
male,33,Other,34,average,8,8,6,8,5,Caucasian American,Business/Econ/Finance,0
male,33,Other,26,average,5,6,5,7,6,Asian-American,Business/Econ/Finance,0
male,33,Other,29,average,8,9,6,10,5,Asian-American,Business/Econ/Finance,0
male,25,Other,22,sligthly_above,5,8,5,8,7,Other,English/Creative Writing/Journalism,0
male,25,Other,23,below,7,7,6,9,5,Caucasian American,English/Creative Writing/Journalism,0
male,25,Other,24,sligthly_above,6,7,6,7,8,Asian-American,English/Creative Writing/Journalism,0
male,25,Other,34,average,8,10,8,10,9,Caucasian American,English/Creative Writing/Journalism,1
male,25,Other,27,above,8,9,9,10,10,Caucasian American,English/Creative Writing/Journalism,1
male,25,Other,34,sligthly_above,8,9,7,8,7,Caucasian American,English/Creative Writing/Journalism,0
male,25,Other,26,sligthly_above,5,5,6,5,7,Asian-American,English/Creative Writing/Journalism,1
male,25,Other,29,sligthly_above,6,10,9,10,9,Asian-American,English/Creative Writing/Journalism,1
male,25,Other,26,sligthly_above,7,7,6,9,7,Hispanic American,English/Creative Writing/Journalism,1
male,33,Other,23,average,9,8,7,8,5,Caucasian American,History/Religion/Philosophy,0
male,33,Other,24,average,6,6,7,5,5,Asian-American,History/Religion/Philosophy,0
male,33,Other,27,average,8,8,6,7,6,Caucasian American,History/Religion/Philosophy,0
male,33,Other,34,average,7,8,6,6,7,Caucasian American,History/Religion/Philosophy,0
male,33,Other,26,average,5,5,4,4,3,Asian-American,History/Religion/Philosophy,0
male,33,Other,29,sligthly_above,7,9,6,8,5,Asian-American,History/Religion/Philosophy,0
male,33,Other,26,below,6,7,5,3,7,Hispanic American,History/Religion/Philosophy,1
female,28,Hispanic American,29,average,8,8,7,6,3,Caucasian American,Political Science/International Affairs,0
female,28,Hispanic American,24,sligthly_above,9,8,9,8,7,Hispanic American,Political Science/International Affairs,1
female,28,Hispanic American,21,sligthly_above,8,8,6,6,7,Caucasian American,Political Science/International Affairs,0
female,28,Hispanic American,26,average,9,8,7,9,8,Caucasian American,Political Science/International Affairs,0
female,28,Hispanic American,32,sligthly_above,7,8,7,8,8,Caucasian American,Political Science/International Affairs,0
female,28,Hispanic American,25,average,8,9,10,8,4,Caucasian American,Political Science/International Affairs,0
female,28,Hispanic American,25,sligthly_above,8,7,7,8,5,Caucasian American,Political Science/International Affairs,0
female,28,Hispanic American,27,above,8,8,8,5,5,Caucasian American,Political Science/International Affairs,0
female,28,Hispanic American,23,sligthly_above,7,7,7,8,7,African American,Political Science/International Affairs,0
female,28,Hispanic American,27,above,9,9,9,9,9,Asian-American,Political Science/International Affairs,0
female,28,Hispanic American,24,average,5,5,5,4,4,Other,Political Science/International Affairs,0
female,28,Hispanic American,27,average,6,5,8,5,5,Caucasian American,Political Science/International Affairs,0
female,28,Hispanic American,28,sligthly_above,6,6,5,7,2,Asian-American,Political Science/International Affairs,0
female,28,Hispanic American,34,sligthly_above,7,6,5,4,4,Caucasian American,Political Science/International Affairs,0
female,28,Hispanic American,27,average,10,8,9,8,7,Asian-American,Political Science/International Affairs,1
female,28,Hispanic American,28,average,10,6,6,6,5,African American,Political Science/International Affairs,0
female,28,Hispanic American,28,sligthly_above,8,7,8,7,8,Hispanic American,Political Science/International Affairs,0
female,33,Asian-American,29,slightly_below,7,8,5,7,4,Caucasian American,"Social Science, Psychologist",0
female,33,Asian-American,24,average,6,8,7,7,8,Hispanic American,"Social Science, Psychologist",1
female,33,Asian-American,21,average,6,7,5,6,7,Caucasian American,"Social Science, Psychologist",0
female,33,Asian-American,26,average,7,7,2,6,3,Caucasian American,"Social Science, Psychologist",0
female,33,Asian-American,32,average,7,7,5,8,3,Caucasian American,"Social Science, Psychologist",0
female,33,Asian-American,25,average,7,7,4,6,4,Caucasian American,"Social Science, Psychologist",0
female,33,Asian-American,25,below,7,7,3,7,2,Caucasian American,"Social Science, Psychologist",0
female,33,Asian-American,27,below,6,8,4,5,4,Caucasian American,"Social Science, Psychologist",0
female,33,Asian-American,27,below,3,3,6,6,1,Asian-American,"Social Science, Psychologist",0
female,33,Asian-American,24,average,5,5,4,4,4,Other,"Social Science, Psychologist",1
female,33,Asian-American,27,below,6,6,4,4,5,Caucasian American,"Social Science, Psychologist",0
female,33,Asian-American,28,below,3,6,2,6,2,Asian-American,"Social Science, Psychologist",0
female,33,Asian-American,34,below,5,6,5,5,4,Caucasian American,"Social Science, Psychologist",0
female,33,Asian-American,27,average,9,8,7,6,6,Asian-American,"Social Science, Psychologist",0
female,33,Asian-American,28,average,10,8,6,7,7,African American,"Social Science, Psychologist",0
female,33,Asian-American,28,average,6,7,6,5,8,Hispanic American,"Social Science, Psychologist",0
female,22,Caucasian American,29,sligthly_above,8,9,7,8,5,Caucasian American,History/Religion/Philosophy,0
female,22,Caucasian American,24,average,7,10,6,9,3,Hispanic American,History/Religion/Philosophy,0
female,22,Caucasian American,21,average,5,6,6,5,6,Caucasian American,History/Religion/Philosophy,0
female,22,Caucasian American,26,below,8,10,3,6,4,Caucasian American,History/Religion/Philosophy,0
female,22,Caucasian American,32,average,6,8,7,8,3,Caucasian American,History/Religion/Philosophy,0
female,22,Caucasian American,25,average,5,8,7,8,4,Caucasian American,History/Religion/Philosophy,0
female,22,Caucasian American,25,below,7,8,6,6,6,Caucasian American,History/Religion/Philosophy,0
female,22,Caucasian American,27,average,5,7,6,5,5,Caucasian American,History/Religion/Philosophy,0
female,22,Caucasian American,23,sligthly_above,7,7,7,7,5,African American,History/Religion/Philosophy,0
female,22,Caucasian American,27,above,10,10,10,10,10,Asian-American,History/Religion/Philosophy,0
female,22,Caucasian American,24,sligthly_above,8,8,8,8,8,Other,History/Religion/Philosophy,0
female,22,Caucasian American,22,sligthly_above,8,7,8,7,9,Asian-American,History/Religion/Philosophy,0
female,22,Caucasian American,27,average,5,7,5,5,5,Caucasian American,History/Religion/Philosophy,0
female,22,Caucasian American,28,average,9,8,7,6,5,Asian-American,History/Religion/Philosophy,0
female,22,Caucasian American,34,below,6,6,5,6,4,Caucasian American,History/Religion/Philosophy,0
female,22,Caucasian American,27,average,9,8,7,7,7,Asian-American,History/Religion/Philosophy,0
female,22,Caucasian American,28,average,10,7,4,4,4,African American,History/Religion/Philosophy,0
female,22,Caucasian American,28,average,8,8,6,5,6,Hispanic American,History/Religion/Philosophy,0
female,26,Asian-American,29,average,5,5,8,4,8,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,24,below,4,6,4,6,4,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,21,average,5,6,5,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,26,sligthly_above,6,5,5,4,6,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,32,sligthly_above,6,5,5,5,2,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,25,average,5,7,3,6,4,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,25,sligthly_above,7,8,5,6,7,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,average,4,4,3,5,2,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,23,average,7,7,5,5,5,African American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,above,9,9,9,9,9,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,24,below,3,3,3,3,3,Other,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,22,sligthly_above,7,5,5,6,9,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,average,7,3,4,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,28,sligthly_above,4,7,4,7,3,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,34,below,6,6,4,4,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,average,9,8,7,7,6,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,28,average,10,8,4,6,4,African American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,28,average,7,6,5,5,4,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,24,Asian-American,29,sligthly_above,6,8,5,5,8,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,21,average,5,7,6,5,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,26,sligthly_above,8,9,7,8,8,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,32,sligthly_above,7,8,7,8,3,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,25,sligthly_above,7,8,6,9,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Asian-American,25,sligthly_above,8,8,7,7,6,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,27,sligthly_above,5,7,3,10,2,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,23,sligthly_above,7,7,7,7,7,African American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Asian-American,27,above,9,9,9,9,9,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,24,average,6,6,6,6,6,Other,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,22,average,7,6,6,5,5,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,27,average,6,6,6,5,5,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,28,average,8,8,8,7,7,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",1
female,24,Asian-American,34,sligthly_above,8,8,7,6,8,Caucasian American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,27,average,8,8,7,6,6,Asian-American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,28,average,10,7,5,6,4,African American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Asian-American,28,average,8,9,6,7,4,Hispanic American,"Medical Science, Pharmaceuticals, Bio Tech",0
female,24,Caucasian American,29,sligthly_above,6,7,5,8,1,Caucasian American,"Education, Academia",0
female,24,Caucasian American,24,average,8,8,8,8,8,Hispanic American,"Education, Academia",0
female,24,Caucasian American,21,average,6,7,5,6,7,Caucasian American,"Education, Academia",0
female,24,Caucasian American,26,average,5,4,5,3,6,Caucasian American,"Education, Academia",0
female,24,Caucasian American,25,sligthly_above,8,7,7,5,4,Caucasian American,"Education, Academia",0
female,24,Caucasian American,25,average,6,6,6,5,7,Caucasian American,"Education, Academia",0
female,24,Caucasian American,27,average,7,5,5,6,7,Caucasian American,"Education, Academia",0
female,24,Caucasian American,23,sligthly_above,8,8,8,8,7,African American,"Education, Academia",0
female,24,Caucasian American,27,above,10,10,10,10,10,Asian-American,"Education, Academia",0
female,24,Caucasian American,24,sligthly_above,8,8,8,8,8,Other,"Education, Academia",0
female,24,Caucasian American,22,sligthly_above,6,7,6,6,6,Asian-American,"Education, Academia",0
female,24,Caucasian American,27,average,5,6,5,6,5,Caucasian American,"Education, Academia",0
female,24,Caucasian American,28,sligthly_above,8,6,6,6,5,Asian-American,"Education, Academia",0
female,24,Caucasian American,34,average,7,7,7,6,6,Caucasian American,"Education, Academia",0
female,24,Caucasian American,27,average,7,6,6,6,6,Asian-American,"Education, Academia",0
female,24,Caucasian American,28,above,10,7,7,10,5,African American,"Education, Academia",0
female,24,Caucasian American,28,sligthly_above,7,6,6,5,5,Hispanic American,"Education, Academia",0
female,25,Other,29,sligthly_above,7,8,8,8,6,Caucasian American,"Education, Academia",0
female,25,Other,24,sligthly_above,6,5,6,7,6,Hispanic American,"Education, Academia",0
female,25,Other,21,sligthly_above,6,6,5,6,7,Caucasian American,"Education, Academia",0
female,25,Other,26,average,10,9,8,8,5,Caucasian American,"Education, Academia",1
female,25,Other,25,sligthly_above,6,8,7,5,4,Caucasian American,"Education, Academia",0
female,25,Other,25,sligthly_above,8,8,9,6,6,Caucasian American,"Education, Academia",1
female,25,Other,27,average,7,6,6,7,4,Caucasian American,"Education, Academia",0
female,25,Other,23,sligthly_above,8,8,8,8,7,African American,"Education, Academia",1
female,25,Other,27,above,9,9,9,9,6,Asian-American,"Education, Academia",1
female,25,Other,24,sligthly_above,7,7,7,7,7,Other,"Education, Academia",0
female,25,Other,22,sligthly_above,6,5,4,4,4,Asian-American,"Education, Academia",0
female,25,Other,27,average,6,5,5,5,5,Caucasian American,"Education, Academia",0
female,25,Other,28,sligthly_above,6,7,2,7,2,Asian-American,"Education, Academia",0
female,25,Other,34,sligthly_above,7,7,6,6,4,Caucasian American,"Education, Academia",0
female,25,Other,27,average,8,8,7,6,6,Asian-American,"Education, Academia",0
female,25,Other,28,sligthly_above,9,8,9,6,7,African American,"Education, Academia",1
female,25,Other,28,average,8,7,8,6,7,Hispanic American,"Education, Academia",0
female,25,Caucasian American,29,average,5,8,6,8,4,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,24,sligthly_above,7,8,5,6,5,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,26,above,10,10,10,10,10,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,32,average,5,5,3,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,25,above,1,6,3,4,2,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,25,sligthly_above,7,9,7,8,6,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,27,average,5,7,4,9,8,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,27,above,9,9,9,9,9,Asian-American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,24,above,9,9,9,9,9,Other,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,22,sligthly_above,6,6,6,6,4,Asian-American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,27,average,5,5,5,6,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,28,average,3,7,5,5,5,Asian-American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,34,below,3,8,5,7,8,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,27,average,7,7,6,6,6,Asian-American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,28,sligthly_above,9,9,4,5,4,African American,Biological Sciences/Chemistry/Physics,0
female,25,Caucasian American,28,average,5,6,4,6,4,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,29,below,8,8,7,8,9,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,24,below,7,8,6,10,2,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,21,average,6,8,5,7,8,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,26,sligthly_above,7,8,7,5,6,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,27,Asian-American,32,average,5,5,3,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,25,average,7,8,8,7,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,25,sligthly_above,7,8,7,8,7,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,27,Asian-American,27,average,7,9,5,9,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,23,above,9,9,9,9,9,African American,Biological Sciences/Chemistry/Physics,1
female,27,Asian-American,27,sligthly_above,7,7,7,7,7,Asian-American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,24,average,6,6,6,6,6,Other,Biological Sciences/Chemistry/Physics,1
female,27,Asian-American,22,sligthly_above,8,8,6,6,6,Asian-American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,27,average,6,5,4,5,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,28,average,3,4,2,5,2,Asian-American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,34,average,6,9,7,8,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,27,average,8,8,6,6,7,Asian-American,Biological Sciences/Chemistry/Physics,1
female,27,Asian-American,28,average,10,9,5,6,4,African American,Biological Sciences/Chemistry/Physics,0
female,27,Asian-American,28,below,6,8,6,6,4,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,29,below,7,7,5,5,4,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,24,below,0,6,5,4,5,Hispanic American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,21,average,6,7,5,6,7,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,26,Asian-American,26,sligthly_above,10,9,7,5,8,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,26,Asian-American,32,average,5,6,5,5,2,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,25,sligthly_above,8,10,9,7,8,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,25,sligthly_above,7,8,7,7,7,Caucasian American,Biological Sciences/Chemistry/Physics,1
female,26,Asian-American,27,below,7,9,3,5,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,average,6,6,6,6,6,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,24,average,6,6,6,6,6,Other,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,22,average,6,5,4,5,7,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,average,6,6,5,6,5,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,28,average,2,6,2,7,2,Asian-American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,34,average,7,8,6,7,3,Caucasian American,Biological Sciences/Chemistry/Physics,0
female,26,Asian-American,27,average,7,8,7,6,6,Asian-American,Biological Sciences/Chemistry/Physics,1
female,26,Asian-American,28,average,9,7,4,6,4,African American,Biological Sciences/Chemistry/Physics,0
